timestamp,pv_input_voltage,pv_input_current_for_battery,pv_input_power,battery_voltage_from_scc,is_scc_charging_on
2024-07-01T04:00:00,80.43,0.13,10.3,13.18,0
2024-07-01T04:05:00,0.0,0.0,4.8,0.0,0
2024-07-01T04:10:00,79.69,0.27,21.6,13.21,1
2024-07-01T04:15:00,0.0,0.0,0.0,0.0,0
2024-07-01T04:20:00,0.0,0.0,0.0,0.0,0
2024-07-01T04:25:00,0.0,0.0,0.0,0.0,0
2024-07-01T04:30:00,0.0,0.0,0.0,0.0,0
2024-07-01T04:35:00,0.0,0.0,8.0,0.0,0
2024-07-01T04:40:00,0.0,0.0,8.4,0.0,0
2024-07-01T04:45:00,0.0,0.0,0.0,0.0,0
2024-07-01T04:50:00,80.46,0.32,25.4,13.31,1
2024-07-01T04:55:00,0.0,0.0,0.0,0.0,0
2024-07-01T05:00:00,80.09,0.32,25.8,13.14,1
2024-07-01T05:05:00,80.72,0.25,20.0,13.16,0
2024-07-01T05:10:00,0.0,0.0,2.3,0.0,0
2024-07-01T05:15:00,0.0,0.0,0.0,0.0,0
2024-07-01T05:20:00,79.98,0.14,11.0,13.22,0
2024-07-01T05:25:00,0.0,0.0,2.1,0.0,0
2024-07-01T05:30:00,0.0,0.0,7.0,0.0,0
2024-07-01T05:35:00,80.11,0.17,13.7,13.22,0
2024-07-01T05:40:00,0.0,0.0,0.0,0.0,0
2024-07-01T05:45:00,0.0,0.0,0.0,0.0,0
2024-07-01T05:50:00,0.0,0.0,0.7,0.0,0
2024-07-01T05:55:00,0.0,0.0,0.0,0.0,0
2024-07-01T06:00:00,81.73,2.67,218.4,13.32,1
2024-07-01T06:05:00,82.9,3.29,272.9,13.29,1
2024-07-01T06:10:00,82.75,3.87,320.4,13.34,1
2024-07-01T06:15:00,83.14,4.38,364.1,13.31,1
2024-07-01T06:20:00,84.96,4.87,413.9,13.35,1
2024-07-01T06:25:00,84.9,5.46,463.7,13.34,1
2024-07-01T06:30:00,85.28,6.23,531.5,13.32,1
2024-07-01T06:35:00,85.85,6.71,575.8,13.39,1
2024-07-01T06:40:00,86.14,7.55,650.0,13.43,1
2024-07-01T06:45:00,86.46,8.03,694.5,13.39,1
2024-07-01T06:50:00,86.78,9.21,799.0,13.43,1
2024-07-01T06:55:00,87.98,9.68,851.7,13.48,1
2024-07-01T07:00:00,88.51,10.06,890.6,13.54,1
2024-07-01T07:05:00,89.62,11.05,989.9,13.48,1
2024-07-01T07:10:00,89.9,11.27,1013.4,13.51,1
2024-07-01T07:15:00,90.0,12.15,1093.6,13.44,1
2024-07-01T07:20:00,91.73,12.73,1168.0,13.66,1
2024-07-01T07:25:00,91.28,13.48,1230.6,13.52,1
2024-07-01T07:30:00,91.78,14.01,1286.2,13.53,1
2024-07-01T07:35:00,92.98,14.25,1324.8,13.43,1
2024-07-01T07:40:00,92.33,15.04,1388.5,13.56,1
2024-07-01T07:45:00,94.94,15.72,1492.4,13.59,1
2024-07-01T07:50:00,94.19,16.72,1574.5,13.62,1
2024-07-01T07:55:00,94.8,16.92,1604.3,13.69,1
2024-07-01T08:00:00,95.76,17.25,1651.6,13.71,1
2024-07-01T08:05:00,96.49,18.09,1745.5,13.68,1
2024-07-01T08:10:00,96.98,18.39,1783.7,13.81,1
2024-07-01T08:15:00,97.34,19.26,1874.3,13.81,1
2024-07-01T08:20:00,98.64,19.5,1923.9,13.65,1
2024-07-01T08:25:00,98.44,20.32,2000.5,13.82,1
2024-07-01T08:30:00,100.39,20.38,2046.2,13.86,1
2024-07-01T08:35:00,100.41,21.16,2124.3,13.76,1
2024-07-01T08:40:00,100.82,21.39,2156.5,13.85,1
2024-07-01T08:45:00,101.14,21.96,2221.3,13.89,1
2024-07-01T08:50:00,101.8,22.78,2318.6,13.8,1
2024-07-01T08:55:00,102.49,22.94,2351.5,13.81,1
2024-07-01T09:00:00,103.0,23.74,2445.4,13.89,1
2024-07-01T09:05:00,104.29,23.78,2480.1,13.88,1
2024-07-01T09:10:00,104.59,24.33,2545.2,13.92,1
2024-07-01T09:15:00,104.73,24.77,2594.3,14.07,1
2024-07-01T09:20:00,104.74,25.43,2663.5,13.91,1
2024-07-01T09:25:00,106.59,25.43,2710.9,13.98,1
2024-07-01T09:30:00,106.49,25.82,2750.0,14.04,1
2024-07-01T09:35:00,107.6,26.11,2809.3,14.0,1
2024-07-01T09:40:00,107.55,26.49,2849.0,14.01,1
2024-07-01T09:45:00,107.31,27.1,2908.2,14.03,1
2024-07-01T09:50:00,108.33,27.11,2936.9,13.98,1
2024-07-01T09:55:00,108.78,27.8,3024.5,14.14,1
2024-07-01T10:00:00,108.9,28.28,3079.2,14.06,1
2024-07-01T10:05:00,110.73,28.18,3120.3,14.13,1
2024-07-01T10:10:00,109.89,28.42,3123.5,14.15,1
2024-07-01T10:15:00,111.14,28.81,3202.0,14.14,1
2024-07-01T10:20:00,111.25,29.12,3239.0,14.14,1
2024-07-01T10:25:00,110.66,29.68,3284.1,14.19,1
2024-07-01T10:30:00,111.54,29.59,3300.8,14.11,1
2024-07-01T10:35:00,112.36,29.96,3366.5,14.09,1
2024-07-01T10:40:00,113.05,30.06,3398.3,14.27,1
2024-07-01T10:45:00,113.32,30.18,3420.2,14.23,1
2024-07-01T10:50:00,112.59,30.88,3477.0,14.18,1
2024-07-01T10:55:00,113.24,31.04,3515.2,14.25,1
2024-07-01T11:00:00,113.62,31.24,3549.2,14.28,1
2024-07-01T11:05:00,113.82,31.16,3546.0,14.12,1
2024-07-01T11:10:00,114.75,31.09,3567.5,14.22,1
2024-07-01T11:15:00,114.51,31.55,3612.3,14.23,1
2024-07-01T11:20:00,115.22,31.55,3635.3,14.2,1
2024-07-01T11:25:00,115.07,31.65,3642.4,14.25,1
2024-07-01T11:30:00,114.41,32.13,3675.9,14.19,1
2024-07-01T11:35:00,115.13,32.32,3721.2,14.28,1
2024-07-01T11:40:00,114.52,32.26,3694.8,14.3,1
2024-07-01T11:45:00,115.5,32.08,3705.2,14.25,1
2024-07-01T11:50:00,115.47,32.46,3747.6,14.25,1
2024-07-01T11:55:00,115.6,32.52,3759.7,14.25,1
2024-07-01T12:00:00,115.21,32.58,3753.9,14.2,1
2024-07-01T12:05:00,116.5,32.29,3762.1,14.33,1
2024-07-01T12:10:00,116.26,32.47,3775.3,14.28,1
2024-07-01T12:15:00,116.87,32.45,3792.2,14.34,1
2024-07-01T12:20:00,115.93,32.78,3800.1,14.3,1
2024-07-01T12:25:00,116.47,32.59,3795.6,14.32,1
2024-07-01T12:30:00,115.86,32.78,3798.0,14.26,1
2024-07-01T12:35:00,115.39,32.73,3776.8,14.27,1
2024-07-01T12:40:00,116.55,32.67,3808.0,14.26,1
2024-07-01T12:45:00,117.01,32.46,3798.3,14.27,1
2024-07-01T12:50:00,115.45,32.82,3789.5,14.23,1
2024-07-01T12:55:00,115.69,32.6,3770.8,14.3,1
2024-07-01T13:00:00,116.09,32.43,3764.9,14.3,1
2024-07-01T13:05:00,117.1,32.18,3767.9,14.29,1
2024-07-01T13:10:00,116.46,32.36,3768.7,14.28,1
2024-07-01T13:15:00,115.53,32.43,3747.1,14.3,1
2024-07-01T13:20:00,115.5,32.26,3726.3,14.25,1
2024-07-01T13:25:00,115.12,32.14,3699.4,14.26,1
2024-07-01T13:30:00,115.63,31.64,3658.5,14.22,1
2024-07-01T13:35:00,115.0,31.74,3650.0,14.27,1
2024-07-01T13:40:00,114.73,31.91,3661.0,14.29,1
2024-07-01T13:45:00,114.65,31.33,3591.5,14.17,1
2024-07-01T13:50:00,114.02,31.52,3594.0,14.16,1
2024-07-01T13:55:00,113.3,31.25,3540.5,14.23,1
2024-07-01T14:00:00,114.75,30.72,3525.5,14.19,1
2024-07-01T14:05:00,113.43,30.94,3509.4,14.23,1
2024-07-01T14:10:00,113.67,30.47,3463.4,14.15,1
2024-07-01T14:15:00,112.91,30.48,3441.2,14.22,1
2024-07-01T14:20:00,112.7,30.02,3382.6,14.19,1
2024-07-01T14:25:00,112.68,29.92,3371.4,14.11,1
2024-07-01T14:30:00,112.01,29.59,3313.8,14.13,1
2024-07-01T14:35:00,110.97,29.54,3277.6,14.21,1
2024-07-01T14:40:00,111.12,29.13,3237.1,14.01,1
2024-07-01T14:45:00,111.48,28.8,3210.6,14.09,1
2024-07-01T14:50:00,109.45,28.66,3137.4,14.18,1
2024-07-01T14:55:00,109.45,28.28,3095.5,14.09,1
2024-07-01T15:00:00,109.02,27.96,3048.1,14.11,1
2024-07-01T15:05:00,109.56,27.61,3024.9,14.04,1
2024-07-01T15:10:00,108.89,27.3,2972.7,14.04,1
2024-07-01T15:15:00,107.71,27.24,2934.3,14.08,1
2024-07-01T15:20:00,107.26,26.82,2876.5,14.02,1
2024-07-01T15:25:00,107.35,26.27,2819.7,13.95,1
2024-07-01T15:30:00,106.29,26.17,2782.1,14.0,1
2024-07-01T15:35:00,106.49,25.36,2700.9,13.95,1
2024-07-01T15:40:00,104.46,25.32,2645.3,13.96,1
2024-07-01T15:45:00,104.61,24.63,2576.6,13.96,1
2024-07-01T15:50:00,104.65,24.32,2545.1,13.95,1
2024-07-01T15:55:00,103.14,24.0,2475.6,13.92,1
2024-07-01T16:00:00,102.79,23.63,2428.8,13.92,1
2024-07-01T16:05:00,102.51,23.17,2375.4,13.85,1
2024-07-01T16:10:00,101.86,22.74,2316.3,13.9,1
2024-07-01T16:15:00,100.69,21.79,2194.3,13.81,1
2024-07-01T16:20:00,101.41,21.51,2181.0,13.82,1
2024-07-01T16:25:00,100.66,21.1,2123.4,13.84,1
2024-07-01T16:30:00,99.78,20.52,2047.6,13.78,1
2024-07-01T16:35:00,98.9,20.09,1986.6,13.79,1
2024-07-01T16:40:00,98.94,19.68,1947.2,13.75,1
2024-07-01T16:45:00,97.7,19.25,1880.8,13.78,1
2024-07-01T16:50:00,97.71,18.31,1789.2,13.71,1
2024-07-01T16:55:00,95.92,18.05,1731.0,13.75,1
2024-07-01T17:00:00,96.05,17.44,1674.9,13.72,1
2024-07-01T17:05:00,95.71,16.66,1594.9,13.67,1
2024-07-01T17:10:00,94.42,16.43,1551.0,13.58,1
2024-07-01T17:15:00,94.83,15.75,1493.5,13.65,1
2024-07-01T17:20:00,94.04,15.12,1421.7,13.52,1
2024-07-01T17:25:00,92.52,14.59,1349.8,13.51,1
2024-07-01T17:30:00,92.01,13.71,1261.9,13.5,1
2024-07-01T17:35:00,92.3,13.26,1223.6,13.45,1
2024-07-01T17:40:00,91.14,12.43,1133.2,13.57,1
2024-07-01T17:45:00,88.89,12.07,1073.0,13.55,1
2024-07-01T17:50:00,89.89,11.6,1043.1,13.4,1
2024-07-01T17:55:00,88.59,10.89,965.0,13.46,1
2024-07-01T18:00:00,89.03,10.38,924.6,13.4,1
2024-07-01T18:05:00,87.78,9.51,834.8,13.45,1
2024-07-01T18:10:00,87.24,8.81,768.3,13.37,1
2024-07-01T18:15:00,87.05,8.07,702.5,13.4,1
2024-07-01T18:20:00,86.36,7.67,662.1,13.37,1
2024-07-01T18:25:00,85.72,7.1,608.2,13.47,1
2024-07-01T18:30:00,85.41,6.31,538.6,13.32,1
2024-07-01T18:35:00,84.59,5.19,438.7,13.33,1
2024-07-01T18:40:00,84.27,5.19,437.5,13.36,1
2024-07-01T18:45:00,84.55,4.29,362.7,13.31,1
2024-07-01T18:50:00,83.31,3.79,315.9,13.13,1
2024-07-01T18:55:00,82.23,3.55,292.2,13.23,1
2024-07-01T19:00:00,81.85,2.4,196.5,13.19,1
2024-07-01T19:05:00,80.9,2.36,191.1,13.14,1
2024-07-01T19:10:00,81.47,1.67,136.2,13.26,1
2024-07-01T19:15:00,81.14,0.75,60.6,13.28,1
2024-07-01T19:20:00,79.03,0.49,38.4,13.13,1
2024-07-01T19:25:00,0.0,0.0,7.8,0.0,0
2024-07-01T19:30:00,0.0,0.0,0.0,0.0,0
2024-07-01T19:35:00,0.0,0.0,6.5,0.0,0
2024-07-01T19:40:00,0.0,0.0,0.0,0.0,0
2024-07-01T19:45:00,0.0,0.0,6.0,0.0,0
2024-07-01T19:50:00,0.0,0.0,7.7,0.0,0
2024-07-01T19:55:00,79.99,0.25,19.9,13.18,0
2024-07-01T20:00:00,0.0,0.0,0.0,0.0,0
2024-07-01T20:05:00,0.0,0.0,5.6,0.0,0
2024-07-01T20:10:00,0.0,0.0,0.0,0.0,0
2024-07-01T20:15:00,0.0,0.0,0.0,0.0,0
2024-07-01T20:20:00,79.64,0.24,18.9,13.21,0
2024-07-01T20:25:00,0.0,0.0,9.6,0.0,0
2024-07-01T20:30:00,79.81,0.15,11.7,13.15,0
2024-07-01T20:35:00,0.0,0.0,0.0,0.0,0
2024-07-01T20:40:00,0.0,0.0,5.0,0.0,0
2024-07-01T20:45:00,0.0,0.0,3.1,0.0,0
2024-07-01T20:50:00,79.58,0.2,15.8,13.27,0
2024-07-01T20:55:00,0.0,0.0,2.7,0.0,0
2024-07-01T21:00:00,0.0,0.0,3.1,0.0,0
2024-07-01T21:05:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:10:00,80.12,0.28,22.7,13.23,1
2024-07-01T21:15:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:20:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:25:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:30:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:35:00,0.0,0.0,0.0,0.0,0
2024-07-01T21:40:00,0.0,0.0,2.8,0.0,0
2024-07-01T21:45:00,0.0,0.0,9.9,0.0,0
2024-07-01T21:50:00,80.29,0.17,13.5,13.25,0
2024-07-01T21:55:00,0.0,0.0,9.5,0.0,0
2024-07-01T22:00:00,0.0,0.0,2.8,0.0,0
2024-07-01T22:05:00,0.0,0.0,5.5,0.0,0
2024-07-01T22:10:00,0.0,0.0,1.8,0.0,0
2024-07-01T22:15:00,0.0,0.0,4.3,0.0,0
2024-07-01T22:20:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:25:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:30:00,79.71,0.2,16.3,13.25,0
2024-07-01T22:35:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:40:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:45:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:50:00,0.0,0.0,0.0,0.0,0
2024-07-01T22:55:00,0.0,0.0,0.0,0.0,0
2024-07-01T23:00:00,0.0,0.0,0.0,0.0,0
2024-07-01T23:05:00,0.0,0.0,0.0,0.0,0
2024-07-01T23:10:00,0.0,0.0,2.4,0.0,0
2024-07-01T23:15:00,80.22,0.29,23.0,13.23,1
2024-07-01T23:20:00,0.0,0.0,0.0,0.0,0
2024-07-01T23:25:00,80.23,0.17,13.9,13.28,0
2024-07-01T23:30:00,0.0,0.0,2.2,0.0,0
2024-07-01T23:35:00,80.18,0.33,26.2,13.19,1
2024-07-01T23:40:00,0.0,0.0,7.1,0.0,0
2024-07-01T23:45:00,80.39,0.32,25.8,13.26,1
2024-07-01T23:50:00,0.0,0.0,0.3,0.0,0
2024-07-01T23:55:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:00:00,0.0,0.0,2.9,0.0,0
2024-07-02T00:05:00,79.88,0.15,11.7,13.23,0
2024-07-02T00:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:15:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:20:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:35:00,0.0,0.0,6.8,0.0,0
2024-07-02T00:40:00,0.0,0.0,1.7,0.0,0
2024-07-02T00:45:00,80.44,0.29,23.1,13.24,1
2024-07-02T00:50:00,0.0,0.0,0.0,0.0,0
2024-07-02T00:55:00,80.05,0.2,16.2,13.18,0
2024-07-02T01:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T01:05:00,0.0,0.0,7.0,0.0,0
2024-07-02T01:10:00,80.16,0.28,22.1,13.18,1
2024-07-02T01:15:00,0.0,0.0,0.0,0.0,0
2024-07-02T01:20:00,80.75,0.26,21.4,13.28,1
2024-07-02T01:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T01:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T01:35:00,0.0,0.0,0.0,0.0,0
2024-07-02T01:40:00,0.0,0.0,2.3,0.0,0
2024-07-02T01:45:00,81.03,0.36,29.1,13.19,1
2024-07-02T01:50:00,0.0,0.0,0.3,0.0,0
2024-07-02T01:55:00,0.0,0.0,2.9,0.0,0
2024-07-02T02:00:00,80.0,0.23,18.5,13.19,0
2024-07-02T02:05:00,0.0,0.0,0.0,0.0,0
2024-07-02T02:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T02:15:00,80.32,0.17,14.0,13.22,0
2024-07-02T02:20:00,79.8,0.24,19.0,13.12,0
2024-07-02T02:25:00,0.0,0.0,1.1,0.0,0
2024-07-02T02:30:00,0.0,0.0,7.3,0.0,0
2024-07-02T02:35:00,0.0,0.0,0.0,0.0,0
2024-07-02T02:40:00,0.0,0.0,5.9,0.0,0
2024-07-02T02:45:00,0.0,0.0,0.0,0.0,0
2024-07-02T02:50:00,79.35,0.15,12.2,13.17,0
2024-07-02T02:55:00,0.0,0.0,8.2,0.0,0
2024-07-02T03:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:05:00,80.45,0.14,11.0,13.26,0
2024-07-02T03:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:15:00,80.61,0.28,22.4,13.24,1
2024-07-02T03:20:00,80.48,0.14,11.2,13.15,0
2024-07-02T03:25:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:35:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:40:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:45:00,79.62,0.15,11.7,13.22,0
2024-07-02T03:50:00,0.0,0.0,0.0,0.0,0
2024-07-02T03:55:00,0.0,0.0,0.2,0.0,0
2024-07-02T04:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T04:05:00,0.0,0.0,0.0,0.0,0
2024-07-02T04:10:00,0.0,0.0,0.0,0.0,0
2024-07-02T04:15:00,80.85,0.31,25.4,13.21,1
2024-07-02T04:20:00,0.0,0.0,0.0,0.0,0
2024-07-02T04:25:00,79.23,0.28,22.5,13.2,1
2024-07-02T04:30:00,0.0,0.0,0.0,0.0,0
2024-07-02T04:35:00,80.3,0.15,12.3,13.17,0
2024-07-02T04:40:00,0.0,0.0,6.2,0.0,0
2024-07-02T04:45:00,80.58,0.25,19.8,13.13,0
2024-07-02T04:50:00,0.0,0.0,4.8,0.0,0
2024-07-02T04:55:00,0.0,0.0,0.0,0.0,0
2024-07-02T05:00:00,0.0,0.0,0.0,0.0,0
2024-07-02T05:05:00,80.08,0.15,11.6,13.16,0
2024-07-02T05:10:00,81.2,0.37,30.2,13.17,1
2024-07-02T05:15:00,80.14,0.15,12.0,13.25,0
2024-07-02T05:20:00,80.56,0.15,12.0,13.21,0
2024-07-02T05:25:00,0.0,0.0,4.6,0.0,0
2024-07-02T05:30:00,80.33,0.15,11.8,13.22,0
2024-07-02T05:35:00,0.0,0.0,3.6,0.0,0
2024-07-02T05:40:00,0.0,0.0,6.4,0.0,0
2024-07-02T05:45:00,0.0,0.0,0.0,0.0,0
2024-07-02T05:50:00,0.0,0.0,6.0,0.0,0
2024-07-02T05:55:00,0.0,0.0,2.2,0.0,0
2024-07-02T06:00:00,82.45,2.39,196.8,13.27,1
2024-07-02T06:05:00,82.74,3.37,279.1,13.27,1
2024-07-02T06:10:00,83.16,4.04,335.7,13.27,1
2024-07-02T06:15:00,84.11,4.66,392.1,13.32,1
2024-07-02T06:20:00,84.32,5.51,464.9,13.33,1
2024-07-02T06:25:00,84.07,5.78,485.7,13.39,1
2024-07-02T06:30:00,85.04,6.29,534.6,13.3,1
2024-07-02T06:35:00,86.19,7.0,603.5,13.3,1
2024-07-02T06:40:00,86.0,7.73,665.1,13.38,1
2024-07-02T06:45:00,87.19,8.18,713.4,13.45,1
2024-07-02T06:50:00,87.77,9.03,792.4,13.41,1
2024-07-02T06:55:00,88.81,9.52,845.6,13.48,1
2024-07-02T07:00:00,88.62,10.07,892.2,13.43,1
2024-07-02T07:05:00,89.27,10.88,971.1,13.52,1
2024-07-02T07:10:00,89.35,11.33,1012.5,13.46,1
2024-07-02T07:15:00,90.45,11.91,1077.3,13.59,1
2024-07-02T07:20:00,90.7,12.67,1149.1,13.54,1
2024-07-02T07:25:00,91.27,13.3,1213.8,13.6,1
2024-07-02T07:30:00,91.98,13.97,1285.1,13.62,1
2024-07-02T07:35:00,92.7,14.54,1347.5,13.6,1
2024-07-02T07:40:00,93.64,15.15,1418.8,13.62,1
2024-07-02T07:45:00,93.81,15.55,1458.5,13.67,1
2024-07-02T07:50:00,94.82,16.14,1530.2,13.58,1
2024-07-02T07:55:00,96.13,16.92,1626.3,13.69,1
2024-07-02T08:00:00,96.39,17.36,1673.3,13.7,1
2024-07-02T08:05:00,96.73,18.09,1750.2,13.77,1
2024-07-02T08:10:00,96.18,18.61,1789.7,13.72,1
2024-07-02T08:15:00,97.95,18.86,1847.5,13.69,1
2024-07-02T08:20:00,97.49,19.62,1912.7,13.78,1
2024-07-02T08:25:00,99.45,19.85,1974.2,13.83,1
2024-07-02T08:30:00,100.09,20.58,2059.7,13.71,1
2024-07-02T08:35:00,99.71,21.18,2111.7,13.78,1
2024-07-02T08:40:00,100.6,21.62,2174.6,13.81,1
2024-07-02T08:45:00,101.8,22.28,2267.7,13.87,1
2024-07-02T08:50:00,102.16,22.71,2320.4,13.76,1
2024-07-02T08:55:00,102.78,23.01,2365.0,13.91,1
2024-07-02T09:00:00,103.08,23.26,2397.3,13.93,1
2024-07-02T09:05:00,103.61,24.16,2503.3,13.94,1
2024-07-02T09:10:00,104.1,24.14,2513.3,13.95,1
2024-07-02T09:15:00,104.79,24.85,2604.1,13.9,1
2024-07-02T09:20:00,105.56,25.11,2651.1,13.9,1
2024-07-02T09:25:00,105.55,25.75,2717.6,13.9,1
2024-07-02T09:30:00,106.6,25.94,2765.6,14.0,1
2024-07-02T09:35:00,106.79,26.64,2844.5,14.0,1
2024-07-02T09:40:00,108.16,26.4,2855.9,13.96,1
2024-07-02T09:45:00,107.8,27.08,2919.2,13.96,1
2024-07-02T09:50:00,108.24,27.16,2940.3,14.13,1
2024-07-02T09:55:00,108.93,27.49,2994.9,14.06,1
2024-07-02T10:00:00,109.73,28.06,3078.6,14.09,1
2024-07-02T10:05:00,109.42,28.26,3092.2,14.1,1
2024-07-02T10:10:00,109.49,28.86,3160.2,14.04,1
2024-07-02T10:15:00,110.93,28.81,3196.2,14.12,1
2024-07-02T10:20:00,111.2,29.36,3265.2,14.11,1
2024-07-02T10:25:00,110.69,29.73,3290.7,14.08,1
2024-07-02T10:30:00,111.45,29.74,3314.3,14.11,1
2024-07-02T10:35:00,112.48,29.71,3341.9,14.1,1
2024-07-02T10:40:00,113.52,29.9,3394.4,14.12,1
2024-07-02T10:45:00,112.59,30.57,3441.4,14.15,1
2024-07-02T10:50:00,112.96,30.61,3457.6,14.18,1
2024-07-02T10:55:00,114.01,30.95,3529.1,14.23,1
2024-07-02T11:00:00,112.91,31.1,3511.5,14.22,1
2024-07-02T11:05:00,113.5,31.39,3562.4,14.24,1
2024-07-02T11:10:00,115.6,31.06,3590.5,14.22,1
2024-07-02T11:15:00,114.73,31.59,3624.5,14.25,1
2024-07-02T11:20:00,113.7,31.87,3623.4,14.3,1
2024-07-02T11:25:00,115.8,31.63,3662.6,14.33,1
2024-07-02T11:30:00,114.19,31.74,3624.2,14.21,1
2024-07-02T11:35:00,115.93,32.05,3715.9,14.27,1
2024-07-02T11:40:00,115.45,32.31,3729.6,14.33,1
2024-07-02T11:45:00,115.51,32.41,3743.5,14.23,1
2024-07-02T11:50:00,114.92,32.56,3742.0,14.18,1
2024-07-02T11:55:00,116.05,32.24,3741.6,14.28,1
2024-07-02T12:00:00,106.1,25.25,2678.6,13.92,1
2024-07-02T12:05:00,106.06,25.32,2685.8,13.97,1
2024-07-02T12:10:00,104.6,25.71,2689.2,14.0,1
2024-07-02T12:15:00,105.7,25.27,2670.8,13.9,1
2024-07-02T12:20:00,105.26,25.56,2690.2,14.05,1
2024-07-02T12:25:00,105.5,25.7,2711.7,13.97,1
2024-07-02T12:30:00,106.12,25.43,2698.9,13.97,1
2024-07-02T12:35:00,105.56,25.52,2693.8,14.0,1
2024-07-02T12:40:00,106.44,25.39,2702.9,13.9,1
