timestamp,battery_voltage,battery_charging_current,battery_discharge_current,battery_capacity,battery_soc_percent,is_charging_on
2024-07-01T05:25:00,11.93,0.0,60.0,99.95,23.6,0
2024-07-01T05:30:00,11.93,0.0,60.0,99.95,23.0,0
2024-07-01T05:35:00,11.93,0.0,60.0,99.95,22.5,0
2024-07-01T05:40:00,11.87,0.0,60.0,99.95,21.9,0
2024-07-01T05:45:00,11.87,0.0,60.0,99.95,21.4,0
2024-07-01T05:50:00,11.81,0.0,60.0,99.95,20.8,0
2024-07-01T05:55:00,11.82,0.0,60.0,99.95,20.3,0
2024-07-01T06:00:00,11.78,0.0,60.0,99.95,19.3,0
2024-07-01T06:05:00,11.71,0.0,60.0,99.95,18.4,0
2024-07-01T06:10:00,11.77,0.0,60.0,99.94,17.6,0
2024-07-01T06:15:00,11.65,0.0,60.0,99.94,16.7,0
2024-07-01T06:20:00,11.66,0.0,60.0,99.94,15.9,0
2024-07-01T06:25:00,11.67,0.0,60.0,99.94,15.1,0
2024-07-01T06:30:00,11.67,0.0,60.0,99.94,14.3,0
2024-07-01T06:35:00,11.61,0.0,60.0,99.94,13.6,0
2024-07-01T06:40:00,11.63,0.0,60.0,99.94,12.9,0
2024-07-01T06:45:00,11.58,0.0,60.0,99.94,12.2,0
2024-07-01T06:50:00,11.55,0.0,60.0,99.94,11.6,0
2024-07-01T06:55:00,11.56,0.0,60.0,99.94,11.0,0
2024-07-01T07:00:00,11.48,0.0,60.0,99.94,10.5,0
2024-07-01T07:05:00,11.49,0.0,60.0,99.94,10.0,0
2024-07-01T07:10:00,11.5,0.0,60.0,99.94,10.0,0
2024-07-01T07:15:00,11.52,0.0,60.0,99.94,10.0,0
2024-07-01T07:20:00,11.48,0.0,60.0,99.93,10.0,0
2024-07-01T07:25:00,11.49,0.0,58.25,99.93,10.0,0
2024-07-01T07:30:00,11.43,0.0,53.71,99.93,10.0,0
2024-07-01T07:35:00,11.44,0.0,50.29,99.93,10.0,0
2024-07-01T07:40:00,11.51,0.0,44.44,99.93,10.0,0
2024-07-01T07:45:00,11.46,0.0,35.57,99.93,10.0,0
2024-07-01T07:50:00,11.5,0.0,28.3,99.93,10.0,0
2024-07-01T07:55:00,11.51,0.0,25.7,99.93,10.0,0
2024-07-01T08:00:00,11.49,40.0,0.0,99.93,10.7,1
2024-07-01T08:05:00,11.56,40.0,0.0,99.93,11.4,1
2024-07-01T08:10:00,11.53,40.0,0.0,99.93,12.2,1
2024-07-01T08:15:00,11.61,40.0,0.0,99.93,13.0,1
2024-07-01T08:20:00,11.61,40.0,0.0,99.93,13.9,1
2024-07-01T08:25:00,11.64,40.0,0.0,99.92,14.8,1
2024-07-01T08:30:00,11.71,40.0,0.0,99.92,15.7,1
2024-07-01T08:35:00,11.64,40.0,0.0,99.92,16.6,1
2024-07-01T08:40:00,11.81,40.0,0.0,99.92,17.6,1
2024-07-01T08:45:00,11.77,40.0,0.0,99.92,18.6,1
2024-07-01T08:50:00,11.82,40.0,0.0,99.92,19.7,1
2024-07-01T08:55:00,11.86,40.0,0.0,99.92,20.8,1
2024-07-01T09:00:00,11.83,40.0,0.0,99.92,21.6,1
2024-07-01T09:05:00,11.91,40.0,0.0,99.92,22.5,1
2024-07-01T09:10:00,11.94,40.0,0.0,99.92,23.4,1
2024-07-01T09:15:00,11.94,40.0,0.0,99.92,24.4,1
2024-07-01T09:20:00,11.98,40.0,0.0,99.92,25.3,1
2024-07-01T09:25:00,12.0,40.0,0.0,99.92,26.4,1
2024-07-01T09:30:00,12.03,40.0,0.0,99.92,27.4,1
2024-07-01T09:35:00,12.13,40.0,0.0,99.91,28.4,1
2024-07-01T09:40:00,12.15,40.0,0.0,99.91,29.5,1
2024-07-01T09:45:00,12.15,40.0,0.0,99.91,30.6,1
2024-07-01T09:50:00,12.17,40.0,0.0,99.91,31.8,1
2024-07-01T09:55:00,12.25,40.0,0.0,99.91,33.0,1
2024-07-01T10:00:00,12.33,40.0,0.0,99.91,34.2,1
2024-07-01T10:05:00,12.32,40.0,0.0,99.91,35.4,1
2024-07-01T10:10:00,12.31,40.0,0.0,99.91,36.6,1
2024-07-01T10:15:00,12.36,40.0,0.0,99.91,37.9,1
2024-07-01T10:20:00,12.44,40.0,0.0,99.91,39.2,1
2024-07-01T10:25:00,12.51,40.0,0.0,99.91,40.5,1
2024-07-01T10:30:00,12.52,40.0,0.0,99.91,41.9,1
2024-07-01T10:35:00,12.55,40.0,0.0,99.91,43.2,1
2024-07-01T10:40:00,12.61,40.0,0.0,99.9,44.6,1
2024-07-01T10:45:00,12.71,40.0,0.0,99.9,46.0,1
2024-07-01T10:50:00,12.69,40.0,0.0,99.9,47.5,1
2024-07-01T10:55:00,12.73,40.0,0.0,99.9,48.9,1
2024-07-01T11:00:00,12.78,40.0,0.0,99.9,50.7,1
2024-07-01T11:05:00,12.87,40.0,0.0,99.9,52.4,1
2024-07-01T11:10:00,12.95,40.0,0.0,99.9,54.2,1
2024-07-01T11:15:00,12.92,40.0,0.0,99.9,56.0,1
2024-07-01T11:20:00,13.05,40.0,0.0,99.9,57.8,1
2024-07-01T11:25:00,13.05,40.0,0.0,99.9,59.6,1
2024-07-01T11:30:00,13.16,40.0,0.0,99.9,61.4,1
2024-07-01T11:35:00,13.26,40.0,0.0,99.9,63.2,1
2024-07-01T11:40:00,13.23,40.0,0.0,99.9,65.0,1
2024-07-01T11:45:00,13.38,40.0,0.0,99.9,66.9,1
2024-07-01T11:50:00,13.44,40.0,0.0,99.89,68.7,1
2024-07-01T11:55:00,13.46,40.0,0.0,99.89,70.6,1
2024-07-01T12:00:00,13.55,40.0,0.0,99.89,72.5,1
2024-07-01T12:05:00,13.55,40.0,0.0,99.89,74.3,1
2024-07-01T12:10:00,13.58,40.0,0.0,99.89,76.2,1
2024-07-01T12:15:00,13.67,40.0,0.0,99.89,78.1,1
2024-07-01T12:20:00,13.82,40.0,0.0,99.89,80.0,1
2024-07-01T12:25:00,13.85,40.0,0.0,99.89,81.9,1
2024-07-01T12:30:00,13.88,40.0,0.0,99.89,83.8,1
2024-07-01T12:35:00,13.94,40.0,0.0,99.89,85.6,1
2024-07-01T12:40:00,13.98,40.0,0.0,99.89,87.5,1
2024-07-01T12:45:00,14.1,40.0,0.0,99.89,89.4,1
2024-07-01T12:50:00,14.12,40.0,0.0,99.89,91.3,1
2024-07-01T12:55:00,14.21,40.0,0.0,99.88,93.2,1
2024-07-01T13:00:00,14.24,40.0,0.0,99.88,94.5,1
2024-07-01T13:05:00,14.24,40.0,0.0,99.88,95.9,1
2024-07-01T13:10:00,14.29,40.0,0.0,99.88,97.3,1
2024-07-01T13:15:00,14.35,40.0,0.0,99.88,98.6,1
2024-07-01T13:20:00,14.34,40.0,0.0,99.88,100.0,1
2024-07-01T13:25:00,14.42,40.0,0.0,99.88,100.0,1
2024-07-01T13:30:00,14.41,40.0,0.0,99.88,100.0,1
2024-07-01T13:35:00,14.34,40.0,0.0,99.88,100.0,1
2024-07-01T13:40:00,14.47,40.0,0.0,99.88,100.0,1
2024-07-01T13:45:00,14.38,40.0,0.0,99.88,100.0,1
2024-07-01T13:50:00,14.34,40.0,0.0,99.88,100.0,1
2024-07-01T13:55:00,14.41,40.0,0.0,99.88,100.0,1
2024-07-01T14:00:00,14.36,40.0,0.0,99.88,100.0,1
2024-07-01T14:05:00,14.47,40.0,0.0,99.87,100.0,1
2024-07-01T14:10:00,14.36,40.0,0.0,99.87,100.0,1
2024-07-01T14:15:00,14.39,40.0,0.0,99.87,100.0,1
2024-07-01T14:20:00,14.37,40.0,0.0,99.87,100.0,1
2024-07-01T14:25:00,14.37,40.0,0.0,99.87,100.0,1
2024-07-01T14:30:00,14.4,40.0,0.0,99.87,100.0,1
2024-07-01T14:35:00,14.32,40.0,0.0,99.87,100.0,1
2024-07-01T14:40:00,14.37,40.0,0.0,99.87,100.0,1
2024-07-01T14:45:00,14.38,40.0,0.0,99.87,100.0,1
2024-07-01T14:50:00,14.41,40.0,0.0,99.87,100.0,1
2024-07-01T14:55:00,14.36,40.0,0.0,99.87,100.0,1
2024-07-01T15:00:00,14.35,40.0,0.0,99.87,100.0,1
2024-07-01T15:05:00,14.41,40.0,0.0,99.87,100.0,1
2024-07-01T15:10:00,14.41,40.0,0.0,99.86,100.0,1
2024-07-01T15:15:00,14.39,40.0,0.0,99.86,100.0,1
2024-07-01T15:20:00,14.43,40.0,0.0,99.86,100.0,1
2024-07-01T15:25:00,14.36,40.0,0.0,99.86,100.0,1
2024-07-01T15:30:00,14.41,40.0,0.0,99.86,100.0,1
2024-07-01T15:35:00,14.4,40.0,0.0,99.86,100.0,1
2024-07-01T15:40:00,14.42,40.0,0.0,99.86,100.0,1
2024-07-01T15:45:00,14.43,40.0,0.0,99.86,100.0,1
2024-07-01T15:50:00,14.42,40.0,0.0,99.86,100.0,1
2024-07-01T15:55:00,14.39,40.0,0.0,99.86,100.0,1
2024-07-01T16:00:00,14.41,40.0,0.0,99.86,100.0,1
2024-07-01T16:05:00,14.44,40.0,0.0,99.86,100.0,1
2024-07-01T16:10:00,14.38,40.0,0.0,99.86,100.0,1
2024-07-01T16:15:00,14.37,40.0,0.0,99.85,100.0,1
2024-07-01T16:20:00,14.43,40.0,0.0,99.85,100.0,1
2024-07-01T16:25:00,14.42,40.0,0.0,99.85,100.0,1
2024-07-01T16:30:00,14.38,40.0,0.0,99.85,100.0,1
2024-07-01T16:35:00,14.45,40.0,0.0,99.85,100.0,1
2024-07-01T16:40:00,14.4,40.0,0.0,99.85,100.0,1
2024-07-01T16:45:00,14.47,40.0,0.0,99.85,100.0,1
2024-07-01T16:50:00,14.39,33.99,0.0,99.85,100.0,1
2024-07-01T16:55:00,14.38,29.97,0.0,99.85,100.0,1
2024-07-01T17:00:00,14.39,26.05,0.0,99.85,100.0,1
2024-07-01T17:05:00,14.43,20.43,0.0,99.85,100.0,1
2024-07-01T17:10:00,14.4,17.43,0.0,99.85,100.0,1
2024-07-01T17:15:00,14.41,13.42,0.0,99.85,100.0,1
2024-07-01T17:20:00,14.39,8.46,0.0,99.85,100.0,1
2024-07-01T17:25:00,14.36,3.47,0.0,99.84,100.0,1
2024-07-01T17:30:00,14.38,0.0,2.65,99.84,100.0,0
2024-07-01T17:35:00,14.37,0.0,5.32,99.84,99.9,0
2024-07-01T17:40:00,14.38,0.0,11.6,99.84,99.8,0
2024-07-01T17:45:00,14.4,0.0,15.76,99.84,99.7,0
2024-07-01T17:50:00,14.44,0.0,17.79,99.84,99.6,0
2024-07-01T17:55:00,14.38,0.0,23.29,99.84,99.4,0
2024-07-01T18:00:00,14.39,0.0,26.08,99.84,99.2,0
2024-07-01T18:05:00,14.4,0.0,32.3,99.84,98.9,0
2024-07-01T18:10:00,14.39,0.0,36.95,99.84,98.6,0
2024-07-01T18:15:00,14.38,0.0,41.55,99.84,98.3,0
2024-07-01T18:20:00,14.35,0.0,44.44,99.84,97.9,0
2024-07-01T18:25:00,14.33,0.0,48.27,99.84,97.6,0
2024-07-01T18:30:00,14.34,0.0,53.09,99.83,97.1,0
2024-07-01T18:35:00,14.26,0.0,60.0,99.83,96.7,0
2024-07-01T18:40:00,14.26,0.0,60.0,99.83,96.2,0
2024-07-01T18:45:00,14.28,0.0,60.0,99.83,95.7,0
2024-07-01T18:50:00,14.24,0.0,60.0,99.83,95.1,0
2024-07-01T18:55:00,14.24,0.0,60.0,99.83,94.5,0
2024-07-01T19:00:00,14.22,0.0,60.0,99.83,93.9,0
2024-07-01T19:05:00,14.16,0.0,60.0,99.83,93.3,0
2024-07-01T19:10:00,14.18,0.0,60.0,99.83,92.7,0
2024-07-01T19:15:00,14.15,0.0,60.0,99.83,92.0,0
2024-07-01T19:20:00,14.09,0.0,60.0,99.83,91.3,0
2024-07-01T19:25:00,14.13,0.0,60.0,99.83,90.6,0
2024-07-01T19:30:00,14.1,0.0,60.0,99.83,89.8,0
2024-07-01T19:35:00,14.03,0.0,60.0,99.83,89.1,0
2024-07-01T19:40:00,13.97,0.0,60.0,99.82,88.4,0
2024-07-01T19:45:00,13.99,0.0,60.0,99.82,87.7,0
2024-07-01T19:50:00,13.96,0.0,60.0,99.82,87.0,0
2024-07-01T19:55:00,13.98,0.0,60.0,99.82,86.3,0
2024-07-01T20:00:00,13.92,0.0,60.0,99.82,84.7,0
2024-07-01T20:05:00,13.83,0.0,60.0,99.82,83.1,0
2024-07-01T20:10:00,13.79,0.0,60.0,99.82,81.6,0
2024-07-01T20:15:00,13.78,0.0,60.0,99.82,80.0,0
2024-07-01T20:20:00,13.69,0.0,60.0,99.82,78.5,0
2024-07-01T20:25:00,13.62,0.0,60.0,99.82,76.9,0
2024-07-01T20:30:00,13.63,0.0,60.0,99.82,75.4,0
2024-07-01T20:35:00,13.56,0.0,60.0,99.82,73.8,0
2024-07-01T20:40:00,13.5,0.0,60.0,99.82,72.3,0
2024-07-01T20:45:00,13.39,0.0,60.0,99.81,70.7,0
2024-07-01T20:50:00,13.41,0.0,60.0,99.81,69.2,0
2024-07-01T20:55:00,13.39,0.0,60.0,99.81,67.6,0
2024-07-01T21:00:00,13.37,0.0,60.0,99.81,66.9,0
2024-07-01T21:05:00,13.25,0.0,60.0,99.81,66.2,0
2024-07-01T21:10:00,13.34,0.0,60.0,99.81,65.5,0
2024-07-01T21:15:00,13.24,0.0,60.0,99.81,64.8,0
2024-07-01T21:20:00,13.28,0.0,60.0,99.81,64.0,0
2024-07-01T21:25:00,13.23,0.0,60.0,99.81,63.3,0
2024-07-01T21:30:00,13.18,0.0,60.0,99.81,62.6,0
2024-07-01T21:35:00,13.18,0.0,60.0,99.81,61.9,0
2024-07-01T21:40:00,13.2,0.0,60.0,99.81,61.1,0
2024-07-01T21:45:00,13.15,0.0,60.0,99.81,60.4,0
2024-07-01T21:50:00,13.1,0.0,60.0,99.81,59.7,0
2024-07-01T21:55:00,13.04,0.0,60.0,99.8,59.0,0
2024-07-01T22:00:00,13.06,0.0,60.0,99.8,57.9,0
2024-07-01T22:05:00,12.98,0.0,60.0,99.8,56.9,0
2024-07-01T22:10:00,13.02,0.0,60.0,99.8,55.8,0
2024-07-01T22:15:00,12.99,0.0,60.0,99.8,54.8,0
2024-07-01T22:20:00,12.92,0.0,60.0,99.8,53.7,0
2024-07-01T22:25:00,12.86,0.0,60.0,99.8,52.7,0
2024-07-01T22:30:00,12.84,0.0,60.0,99.8,51.6,0
2024-07-01T22:35:00,12.84,0.0,60.0,99.8,50.6,0
2024-07-01T22:40:00,12.8,0.0,60.0,99.8,49.5,0
2024-07-01T22:45:00,12.75,0.0,60.0,99.8,48.5,0
2024-07-01T22:50:00,12.7,0.0,60.0,99.8,47.4,0
2024-07-01T22:55:00,12.65,0.0,60.0,99.8,46.3,0
2024-07-01T23:00:00,12.62,0.0,60.0,99.79,45.8,0
2024-07-01T23:05:00,12.62,0.0,60.0,99.79,45.2,0
2024-07-01T23:10:00,12.59,0.0,60.0,99.79,44.7,0
2024-07-01T23:15:00,12.6,0.0,60.0,99.79,44.1,0
2024-07-01T23:20:00,12.66,0.0,60.0,99.79,43.6,0
2024-07-01T23:25:00,12.51,0.0,60.0,99.79,43.0,0
2024-07-01T23:30:00,12.54,0.0,60.0,99.79,42.5,0
2024-07-01T23:35:00,12.54,0.0,60.0,99.79,41.9,0
2024-07-01T23:40:00,12.5,0.0,60.0,99.79,41.4,0
2024-07-01T23:45:00,12.52,0.0,60.0,99.79,40.8,0
2024-07-01T23:50:00,12.52,0.0,60.0,99.79,40.3,0
2024-07-01T23:55:00,12.5,0.0,60.0,99.79,39.7,0
2024-07-02T00:00:00,12.47,0.0,60.0,99.79,39.2,0
2024-07-02T00:05:00,12.46,0.0,60.0,99.78,38.6,0
2024-07-02T00:10:00,12.4,0.0,60.0,99.78,38.1,0
2024-07-02T00:15:00,12.41,0.0,60.0,99.78,37.5,0
2024-07-02T00:20:00,12.37,0.0,60.0,99.78,37.0,0
2024-07-02T00:25:00,12.35,0.0,60.0,99.78,36.4,0
2024-07-02T00:30:00,12.31,0.0,60.0,99.78,35.9,0
2024-07-02T00:35:00,12.29,0.0,60.0,99.78,35.3,0
2024-07-02T00:40:00,12.27,0.0,60.0,99.78,34.7,0
2024-07-02T00:45:00,12.32,0.0,60.0,99.78,34.2,0
2024-07-02T00:50:00,12.29,0.0,60.0,99.78,33.6,0
2024-07-02T00:55:00,12.25,0.0,60.0,99.78,33.1,0
2024-07-02T01:00:00,12.18,0.0,60.0,99.78,32.5,0
2024-07-02T01:05:00,12.22,0.0,60.0,99.78,32.0,0
2024-07-02T01:10:00,12.23,0.0,60.0,99.78,31.5,0
2024-07-02T01:15:00,12.17,0.0,60.0,99.77,30.9,0
2024-07-02T01:20:00,12.16,0.0,60.0,99.77,30.4,0
2024-07-02T01:25:00,12.1,0.0,60.0,99.77,29.8,0
2024-07-02T01:30:00,12.1,0.0,60.0,99.77,29.2,0
2024-07-02T01:35:00,12.1,0.0,60.0,99.77,28.7,0
2024-07-02T01:40:00,12.09,0.0,60.0,99.77,28.1,0
2024-07-02T01:45:00,12.04,0.0,60.0,99.77,27.6,0
2024-07-02T01:50:00,12.08,0.0,60.0,99.77,27.0,0
2024-07-02T01:55:00,12.06,0.0,60.0,99.77,26.5,0
2024-07-02T02:00:00,12.03,0.0,60.0,99.77,25.9,0
2024-07-02T02:05:00,12.01,0.0,60.0,99.77,25.4,0
2024-07-02T02:10:00,12.06,0.0,60.0,99.77,24.8,0
2024-07-02T02:15:00,12.0,0.0,60.0,99.77,24.3,0
2024-07-02T02:20:00,11.95,0.0,60.0,99.76,23.7,0
2024-07-02T02:25:00,11.9,0.0,60.0,99.76,23.2,0
2024-07-02T02:30:00,11.92,0.0,60.0,99.76,22.6,0
2024-07-02T02:35:00,11.93,0.0,60.0,99.76,22.1,0
2024-07-02T02:40:00,11.89,0.0,60.0,99.76,21.5,0
2024-07-02T02:45:00,11.88,0.0,60.0,99.76,21.0,0
2024-07-02T02:50:00,11.87,0.0,60.0,99.76,20.4,0
2024-07-02T02:55:00,11.82,0.0,60.0,99.76,19.9,0
2024-07-02T03:00:00,11.79,0.0,60.0,99.76,19.3,0
2024-07-02T03:05:00,11.79,0.0,60.0,99.76,18.8,0
2024-07-02T03:10:00,11.75,0.0,60.0,99.76,18.2,0
2024-07-02T03:15:00,11.73,0.0,60.0,99.76,17.7,0
2024-07-02T03:20:00,11.78,0.0,60.0,99.76,17.1,0
2024-07-02T03:25:00,11.71,0.0,60.0,99.76,16.6,0
2024-07-02T03:30:00,11.75,0.0,60.0,99.75,16.0,0
2024-07-02T03:35:00,11.74,0.0,60.0,99.75,15.4,0
2024-07-02T03:40:00,11.67,0.0,60.0,99.75,14.9,0
2024-07-02T03:45:00,11.63,0.0,60.0,99.75,14.3,0
2024-07-02T03:50:00,11.64,0.0,60.0,99.75,13.8,0
2024-07-02T03:55:00,11.64,0.0,60.0,99.75,13.2,0
2024-07-02T04:00:00,11.57,0.0,60.0,99.75,12.7,0
2024-07-02T04:05:00,11.6,0.0,60.0,99.75,12.1,0
2024-07-02T04:10:00,11.52,0.0,60.0,99.75,11.6,0
2024-07-02T04:15:00,11.5,0.0,60.0,99.75,11.0,0
2024-07-02T04:20:00,11.45,0.0,60.0,99.75,10.5,0
2024-07-02T04:25:00,11.49,0.0,60.0,99.75,10.0,0
2024-07-02T04:30:00,11.52,0.0,60.0,99.75,10.0,0
2024-07-02T04:35:00,11.49,0.0,60.0,99.74,10.0,0
2024-07-02T04:40:00,11.52,0.0,60.0,99.74,10.0,0
2024-07-02T04:45:00,11.49,0.0,60.0,99.74,10.0,0
2024-07-02T04:50:00,11.47,0.0,60.0,99.74,10.0,0
2024-07-02T04:55:00,11.52,0.0,60.0,99.74,10.0,0
2024-07-02T05:00:00,11.51,0.0,60.0,99.74,10.0,0
2024-07-02T05:05:00,11.51,0.0,60.0,99.74,10.0,0
2024-07-02T05:10:00,11.48,0.0,60.0,99.74,10.0,0
2024-07-02T05:15:00,11.52,0.0,60.0,99.74,10.0,0
2024-07-02T05:20:00,11.51,0.0,60.0,99.74,10.0,0
2024-07-02T05:25:00,11.52,0.0,60.0,99.74,10.0,0
2024-07-02T05:30:00,11.46,0.0,60.0,99.74,10.0,0
2024-07-02T05:35:00,11.53,0.0,60.0,99.74,10.0,0
2024-07-02T05:40:00,11.48,0.0,60.0,99.74,10.0,0
2024-07-02T05:45:00,11.5,0.0,60.0,99.73,10.0,0
2024-07-02T05:50:00,11.47,0.0,60.0,99.73,10.0,0
2024-07-02T05:55:00,11.51,0.0,60.0,99.73,10.0,0
2024-07-02T06:00:00,11.54,0.0,60.0,99.73,10.0,0
2024-07-02T06:05:00,11.51,0.0,60.0,99.73,10.0,0
2024-07-02T06:10:00,11.47,0.0,60.0,99.73,10.0,0
2024-07-02T06:15:00,11.47,0.0,60.0,99.73,10.0,0
2024-07-02T06:20:00,11.51,0.0,60.0,99.73,10.0,0
2024-07-02T06:25:00,11.49,0.0,60.0,99.73,10.0,0
2024-07-02T06:30:00,11.49,0.0,60.0,99.73,10.0,0
2024-07-02T06:35:00,11.44,0.0,60.0,99.73,10.0,0
2024-07-02T06:40:00,11.52,0.0,60.0,99.73,10.0,0
2024-07-02T06:45:00,11.5,0.0,60.0,99.73,10.0,0
2024-07-02T06:50:00,11.53,0.0,60.0,99.72,10.0,0
2024-07-02T06:55:00,11.51,0.0,60.0,99.72,10.0,0
2024-07-02T07:00:00,11.5,0.0,60.0,99.72,10.0,0
2024-07-02T07:05:00,11.56,0.0,60.0,99.72,10.0,0
2024-07-02T07:10:00,11.53,0.0,60.0,99.72,10.0,0
2024-07-02T07:15:00,11.5,0.0,60.0,99.72,10.0,0
2024-07-02T07:20:00,11.52,0.0,60.0,99.72,10.0,0
2024-07-02T07:25:00,11.46,0.0,59.86,99.72,10.0,0
2024-07-02T07:30:00,11.5,0.0,53.45,99.72,10.0,0
2024-07-02T07:35:00,11.52,0.0,47.96,99.72,10.0,0
2024-07-02T07:40:00,11.51,0.0,41.8,99.72,10.0,0
2024-07-02T07:45:00,11.52,0.0,38.34,99.72,10.0,0
2024-07-02T07:50:00,11.5,0.0,32.16,99.72,10.0,0
2024-07-02T07:55:00,11.54,0.0,23.72,99.72,10.0,0
2024-07-02T08:00:00,11.52,40.0,0.0,99.71,10.7,1
2024-07-02T08:05:00,11.56,40.0,0.0,99.71,11.5,1
2024-07-02T08:10:00,11.63,40.0,0.0,99.71,12.2,1
2024-07-02T08:15:00,11.6,40.0,0.0,99.71,13.0,1
2024-07-02T08:20:00,11.65,40.0,0.0,99.71,13.9,1
2024-07-02T08:25:00,11.68,40.0,0.0,99.71,14.7,1
2024-07-02T08:30:00,11.72,40.0,0.0,99.71,15.7,1
2024-07-02T08:35:00,11.7,40.0,0.0,99.71,16.6,1
2024-07-02T08:40:00,11.79,40.0,0.0,99.71,17.6,1
2024-07-02T08:45:00,11.82,40.0,0.0,99.71,18.6,1
2024-07-02T08:50:00,11.8,40.0,0.0,99.71,19.7,1
2024-07-02T08:55:00,11.86,40.0,0.0,99.71,20.8,1
2024-07-02T09:00:00,11.9,40.0,0.0,99.71,21.9,1
