timestamp,ac_output_voltage,ac_output_frequency,ac_output_active_power,ac_output_apparent_power,ac_output_load,is_load_on
2024-07-01T00:01:24,220.2,50.07,1495.8,1570.6,18.7,1
2024-07-01T00:01:27,220.9,50.02,1507.7,1583.1,18.8,1
2024-07-01T00:01:30,220.6,50.01,1508.3,1583.7,18.9,1
2024-07-01T00:01:33,218.4,50.0,1509.1,1584.5,18.9,1
2024-07-01T00:01:36,218.6,49.99,1482.8,1557.0,18.5,1
2024-07-01T00:01:39,221.5,49.98,1494.9,1569.6,18.7,1
2024-07-01T00:01:42,219.6,50.0,1491.8,1566.4,18.6,1
2024-07-01T00:01:45,221.5,50.0,1498.5,1573.4,18.7,1
2024-07-01T00:01:48,220.5,50.0,1513.7,1589.4,18.9,1
2024-07-01T00:01:51,220.6,50.0,1503.9,1579.1,18.8,1
2024-07-01T00:01:54,219.8,50.03,1498.4,1573.3,18.7,1
2024-07-01T00:01:57,219.0,49.99,1502.2,1577.3,18.8,1
2024-07-01T00:02:00,220.8,50.03,1511.6,1587.2,18.9,1
2024-07-01T00:02:03,220.1,50.01,1500.1,1575.1,18.8,1
2024-07-01T00:02:06,218.8,50.02,1507.1,1582.4,18.8,1
2024-07-01T00:02:09,219.7,50.02,1495.3,1570.1,18.7,1
2024-07-01T00:02:12,218.6,50.02,1500.4,1575.5,18.8,1
2024-07-01T00:02:15,220.9,50.03,1496.0,1570.8,18.7,1
2024-07-01T00:02:18,221.9,49.96,1509.7,1585.2,18.9,1
2024-07-01T00:02:21,221.5,50.02,1500.6,1575.7,18.8,1
2024-07-01T00:02:24,219.7,50.0,1484.2,1558.4,18.6,1
2024-07-01T00:02:27,217.7,49.97,1487.0,1561.4,18.6,1
2024-07-01T00:02:30,219.4,49.99,1495.5,1570.3,18.7,1
2024-07-01T00:02:33,223.1,50.0,1501.8,1576.9,18.8,1
2024-07-01T00:02:36,220.3,49.96,1521.8,1597.9,19.0,1
2024-07-01T00:02:39,220.0,49.98,1506.6,1582.0,18.8,1
2024-07-01T00:02:42,221.3,49.99,1493.5,1568.2,18.7,1
2024-07-01T00:02:45,223.5,49.99,1511.1,1586.7,18.9,1
2024-07-01T00:02:48,220.0,50.01,1514.4,1590.1,18.9,1
2024-07-01T00:02:51,218.6,50.0,1500.2,1575.2,18.8,1
2024-07-01T00:02:54,219.4,49.97,1512.2,1587.8,18.9,1
2024-07-01T00:02:57,218.8,49.98,1485.8,1560.1,18.6,1
2024-07-01T00:03:00,218.1,50.02,1521.2,1597.2,19.0,1
2024-07-01T00:03:03,219.9,50.0,1490.8,1565.3,18.6,1
2024-07-01T00:03:06,219.9,50.01,1503.1,1578.3,18.8,1
2024-07-01T00:03:09,222.2,50.02,1482.2,1556.3,18.5,1
2024-07-01T00:03:12,218.1,50.02,1505.6,1580.8,18.8,1
2024-07-01T00:03:15,218.2,49.98,1508.2,1583.6,18.9,1
2024-07-01T00:03:18,220.1,50.0,1471.4,1544.9,18.4,1
2024-07-01T00:03:21,218.9,50.01,1499.9,1574.9,18.7,1
2024-07-01T00:03:24,220.5,50.02,1493.4,1568.1,18.7,1
2024-07-01T00:03:27,220.3,50.02,1505.7,1581.0,18.8,1
2024-07-01T00:03:30,218.8,49.97,1481.6,1555.7,18.5,1
2024-07-01T00:03:33,218.9,50.02,1523.1,1599.2,19.0,1
2024-07-01T00:03:36,219.8,50.03,1498.3,1573.2,18.7,1
2024-07-01T00:03:39,221.1,50.04,1496.4,1571.2,18.7,1
2024-07-01T00:03:42,221.3,50.0,1489.1,1563.5,18.6,1
2024-07-01T00:03:45,221.3,50.01,1512.1,1587.7,18.9,1
2024-07-01T00:03:48,218.9,49.98,1519.2,1595.1,19.0,1
2024-07-01T00:03:51,219.8,49.97,1484.5,1558.7,18.6,1
2024-07-01T00:03:54,220.4,49.96,1493.9,1568.6,18.7,1
2024-07-01T00:03:57,221.6,50.01,1511.2,1586.7,18.9,1
2024-07-01T00:04:00,218.9,50.02,1505.9,1581.2,18.8,1
2024-07-01T00:04:03,220.2,50.02,1490.4,1565.0,18.6,1
2024-07-01T00:04:06,220.5,50.01,1503.0,1578.1,18.8,1
2024-07-01T00:04:09,219.3,49.98,1512.0,1587.5,18.9,1
2024-07-01T00:04:12,223.3,50.0,1489.2,1563.7,18.6,1
2024-07-01T00:04:15,219.6,49.95,1506.4,1581.7,18.8,1
2024-07-01T00:04:18,220.4,49.99,1513.0,1588.6,18.9,1
2024-07-01T00:04:21,222.5,50.02,1501.1,1576.2,18.8,1
2024-07-01T00:04:24,219.1,50.0,1492.4,1567.0,18.7,1
2024-07-01T00:04:27,224.6,50.02,1507.1,1582.5,18.8,1
2024-07-01T00:04:30,222.0,49.99,1494.5,1569.2,18.7,1
2024-07-01T00:04:33,216.8,49.96,1528.8,1605.2,19.1,1
2024-07-01T00:04:36,218.7,49.98,1488.0,1562.4,18.6,1
2024-07-01T00:04:39,218.6,50.0,1503.9,1579.1,18.8,1
2024-07-01T00:04:42,218.7,50.01,1516.8,1592.6,19.0,1
2024-07-01T00:04:45,219.1,49.96,1494.6,1569.4,18.7,1
2024-07-01T00:04:48,220.2,49.97,1485.3,1559.5,18.6,1
2024-07-01T00:04:51,221.7,49.99,1486.8,1561.1,18.6,1
2024-07-01T00:04:54,218.7,49.97,1489.8,1564.3,18.6,1
2024-07-01T00:04:57,219.0,50.0,1493.5,1568.1,18.7,1
2024-07-01T00:05:00,215.7,50.02,1501.0,1576.1,18.8,1
2024-07-01T00:05:03,221.3,50.01,1501.2,1576.3,18.8,1
2024-07-01T00:05:06,217.2,50.07,1508.3,1583.7,18.9,1
2024-07-01T00:05:09,221.2,50.01,1505.6,1580.9,18.8,1
2024-07-01T00:05:12,219.4,49.99,1480.7,1554.7,18.5,1
2024-07-01T00:05:15,216.6,50.01,1513.5,1589.2,18.9,1
2024-07-01T00:05:18,219.0,50.02,1491.5,1566.1,18.6,1
2024-07-01T00:05:21,221.3,49.97,1480.4,1554.4,18.5,1
2024-07-01T00:05:24,222.5,50.03,1504.8,1580.1,18.8,1
2024-07-01T00:05:27,221.2,50.0,1498.3,1573.2,18.7,1
2024-07-01T00:05:30,219.2,50.0,1492.6,1567.2,18.7,1
2024-07-01T00:05:33,219.7,50.02,1493.9,1568.6,18.7,1
2024-07-01T00:05:36,222.8,49.95,1511.0,1586.6,18.9,1
2024-07-01T00:05:39,218.5,50.02,1499.8,1574.7,18.7,1
2024-07-01T00:05:42,217.7,49.96,1497.9,1572.8,18.7,1
2024-07-01T00:05:45,215.2,50.02,1502.6,1577.7,18.8,1
2024-07-01T00:05:48,217.6,49.98,1484.3,1558.5,18.6,1
2024-07-01T00:05:51,218.9,50.03,1501.0,1576.0,18.8,1
2024-07-01T00:05:54,221.4,49.99,1497.0,1571.9,18.7,1
2024-07-01T00:05:57,221.4,50.02,1509.7,1585.2,18.9,1
2024-07-01T00:06:00,218.1,50.03,1501.3,1576.4,18.8,1
2024-07-01T00:06:03,220.0,49.97,1522.7,1598.9,19.0,1
2024-07-01T00:06:06,221.5,50.01,1507.1,1582.4,18.8,1
2024-07-01T00:06:09,220.7,50.0,1502.2,1577.3,18.8,1
2024-07-01T00:06:12,218.5,50.02,1492.5,1567.1,18.7,1
2024-07-01T00:06:15,221.1,49.98,1486.7,1561.0,18.6,1
2024-07-01T00:06:18,219.9,50.0,1488.6,1563.0,18.6,1
2024-07-01T00:06:21,222.2,49.99,1521.3,1597.4,19.0,1
2024-07-01T00:06:24,218.0,49.98,1506.6,1582.0,18.8,1
2024-07-01T00:06:27,219.3,49.99,1495.7,1570.5,18.7,1
2024-07-01T00:06:30,217.2,50.02,1515.4,1591.2,18.9,1
2024-07-01T00:06:33,217.2,50.0,1475.4,1549.2,18.4,1
2024-07-01T00:06:36,220.1,50.01,1489.4,1563.9,18.6,1
2024-07-01T00:06:39,218.4,49.98,1497.6,1572.4,18.7,1
2024-07-01T00:06:42,220.8,50.01,1468.7,1542.2,18.4,1
2024-07-01T00:06:45,221.0,49.99,1519.5,1595.5,19.0,1
2024-07-01T00:06:48,218.3,50.0,1517.7,1593.6,19.0,1
2024-07-01T00:06:51,218.8,50.0,1493.9,1568.6,18.7,1
2024-07-01T00:06:54,220.9,50.04,1500.5,1575.6,18.8,1
2024-07-01T00:06:57,220.3,50.01,1497.7,1572.6,18.7,1
2024-07-01T00:07:00,218.6,49.98,1515.6,1591.4,18.9,1
2024-07-01T00:07:03,222.4,50.0,1510.6,1586.2,18.9,1
2024-07-01T00:07:06,221.4,50.01,1500.6,1575.7,18.8,1
2024-07-01T00:07:09,219.3,49.98,1529.5,1606.0,19.1,1
2024-07-01T00:07:12,219.7,49.99,1488.7,1563.1,18.6,1
2024-07-01T00:07:15,219.2,49.97,1495.4,1570.1,18.7,1
2024-07-01T00:07:18,218.8,50.04,1506.2,1581.5,18.8,1
2024-07-01T00:07:21,220.0,50.01,1504.5,1579.7,18.8,1
2024-07-01T00:07:24,222.8,50.01,1508.3,1583.7,18.9,1
2024-07-01T00:07:27,220.3,50.0,1499.4,1574.3,18.7,1
2024-07-01T00:07:30,219.4,49.99,1513.1,1588.8,18.9,1
2024-07-01T00:07:33,221.0,49.98,1511.5,1587.1,18.9,1
2024-07-01T00:07:36,222.7,49.97,1511.5,1587.1,18.9,1
2024-07-01T00:07:39,222.0,49.99,1503.2,1578.3,18.8,1
2024-07-01T00:07:42,221.1,50.0,1513.3,1589.0,18.9,1
2024-07-01T00:07:45,218.3,50.02,1492.8,1567.5,18.7,1
2024-07-01T00:07:48,219.5,50.04,1519.3,1595.2,19.0,1
2024-07-01T00:07:51,218.9,50.03,1505.3,1580.6,18.8,1
2024-07-01T00:07:54,221.4,49.97,1507.8,1583.2,18.8,1
2024-07-01T00:07:57,222.1,50.01,1482.6,1556.8,18.5,1
2024-07-01T00:08:00,220.5,49.98,1483.0,1557.2,18.5,1
2024-07-01T00:08:03,221.0,50.01,1484.8,1559.0,18.6,1
2024-07-01T00:08:06,221.3,50.0,1517.1,1593.0,19.0,1
2024-07-01T00:08:09,219.3,50.02,1495.6,1570.4,18.7,1
2024-07-01T00:08:12,219.1,49.99,1489.4,1563.9,18.6,1
2024-07-01T00:08:15,222.1,49.99,1502.2,1577.3,18.8,1
2024-07-01T00:08:18,218.6,50.0,1469.9,1543.4,18.4,1
2024-07-01T00:08:21,221.0,50.03,1532.4,1609.0,19.2,1
2024-07-01T00:08:24,220.6,49.99,1519.7,1595.7,19.0,1
2024-07-01T00:08:27,218.3,50.02,1499.3,1574.2,18.7,1
2024-07-01T00:08:30,219.8,50.0,1497.3,1572.2,18.7,1
2024-07-01T00:08:33,220.4,50.01,1506.9,1582.2,18.8,1
2024-07-01T00:08:36,222.4,49.97,1505.2,1580.4,18.8,1
2024-07-01T00:08:39,218.9,50.01,1504.0,1579.2,18.8,1
2024-07-01T00:08:42,220.7,49.96,1498.9,1573.9,18.7,1
2024-07-01T00:08:45,218.6,49.97,1507.6,1583.0,18.8,1
2024-07-01T00:08:48,220.1,50.04,1502.8,1578.0,18.8,1
2024-07-01T00:08:51,222.6,50.03,1495.4,1570.2,18.7,1
2024-07-01T00:08:54,218.1,50.03,1493.1,1567.8,18.7,1
2024-07-01T00:08:57,220.8,50.02,1512.9,1588.6,18.9,1
2024-07-01T00:09:00,221.1,49.99,1500.9,1575.9,18.8,1
2024-07-01T00:09:03,220.5,50.02,1499.2,1574.1,18.7,1
2024-07-01T00:09:06,219.7,49.99,1490.6,1565.1,18.6,1
2024-07-01T00:09:09,218.9,49.99,1494.4,1569.1,18.7,1
2024-07-01T00:09:12,220.8,50.0,1497.8,1572.7,18.7,1
2024-07-01T00:09:15,218.7,50.0,1497.1,1572.0,18.7,1
2024-07-01T00:09:18,220.0,49.99,1504.1,1579.3,18.8,1
2024-07-01T00:09:21,221.1,49.98,1502.0,1577.1,18.8,1
2024-07-01T00:09:24,221.0,50.03,1498.8,1573.8,18.7,1
2024-07-01T00:09:27,220.9,49.99,1496.9,1571.7,18.7,1
2024-07-01T00:09:30,219.5,50.0,1497.8,1572.7,18.7,1
2024-07-01T00:09:33,218.4,49.98,1512.5,1588.1,18.9,1
2024-07-01T00:09:36,217.8,49.99,1498.9,1573.9,18.7,1
2024-07-01T00:09:39,220.2,50.01,1522.1,1598.3,19.0,1
2024-07-01T00:09:42,221.6,50.01,1513.3,1589.0,18.9,1
2024-07-01T00:09:45,222.1,50.02,1487.8,1562.2,18.6,1
2024-07-01T00:09:48,216.9,49.99,1487.6,1562.0,18.6,1
2024-07-01T00:09:51,220.8,49.98,1526.4,1602.8,19.1,1
2024-07-01T00:09:54,221.0,49.96,1487.8,1562.2,18.6,1
2024-07-01T00:09:57,222.2,50.0,1472.7,1546.4,18.4,1
2024-07-01T00:10:00,221.2,50.0,1512.8,1588.5,18.9,1
2024-07-01T00:10:03,221.2,50.01,1525.3,1601.5,19.1,1
2024-07-01T00:10:06,221.5,49.99,1496.7,1571.6,18.7,1
2024-07-01T00:10:09,218.3,49.99,1503.8,1579.0,18.8,1
2024-07-01T00:10:12,217.0,50.02,1494.9,1569.6,18.7,1
2024-07-01T00:10:15,218.9,49.99,1512.0,1587.6,18.9,1
2024-07-01T00:10:18,221.4,50.01,1513.1,1588.7,18.9,1
2024-07-01T00:10:21,220.4,50.02,1460.0,1533.0,18.3,1
2024-07-01T00:10:24,218.9,49.99,1506.2,1581.5,18.8,1
2024-07-01T00:10:27,218.9,50.01,1488.1,1562.5,18.6,1
2024-07-01T00:10:30,219.5,50.02,1513.4,1589.1,18.9,1
2024-07-01T00:10:33,222.1,49.98,1485.0,1559.3,18.6,1
2024-07-01T00:10:36,220.6,49.96,1503.6,1578.8,18.8,1
2024-07-01T00:10:39,219.3,50.01,1497.8,1572.7,18.7,1
2024-07-01T00:10:42,221.3,50.0,1491.5,1566.0,18.6,1
2024-07-01T00:10:45,219.6,49.98,1483.4,1557.6,18.5,1
2024-07-01T00:10:48,218.6,50.0,1483.6,1557.8,18.5,1
2024-07-01T00:10:51,221.7,49.97,1494.2,1569.0,18.7,1
2024-07-01T00:10:54,219.3,49.98,1492.2,1566.8,18.7,1
2024-07-01T00:10:57,220.8,49.99,1522.4,1598.6,19.0,1
2024-07-01T00:11:00,221.2,49.98,1498.0,1572.9,18.7,1
2024-07-01T00:11:03,220.0,50.02,1507.7,1583.1,18.8,1
2024-07-01T00:11:06,220.0,50.01,1487.7,1562.1,18.6,1
2024-07-01T00:11:09,220.5,49.98,1488.3,1562.7,18.6,1
2024-07-01T00:11:12,220.8,50.0,1490.7,1565.3,18.6,1
2024-07-01T00:11:15,219.4,49.98,1503.8,1579.0,18.8,1
2024-07-01T00:11:18,220.6,49.99,1493.9,1568.6,18.7,1
2024-07-01T00:11:21,220.2,49.99,1489.7,1564.2,18.6,1
2024-07-01T00:11:24,219.6,50.0,1504.3,1579.5,18.8,1
2024-07-01T00:11:27,220.3,49.97,1492.0,1566.6,18.7,1
2024-07-01T00:11:30,219.9,49.99,1492.5,1567.1,18.7,1
2024-07-01T00:11:33,217.9,49.96,1483.8,1558.0,18.5,1
2024-07-01T00:11:36,220.0,50.03,1493.2,1567.9,18.7,1
2024-07-01T00:11:39,218.6,50.0,1490.8,1565.3,18.6,1
2024-07-01T00:11:42,220.3,49.98,1488.1,1562.5,18.6,1
2024-07-01T00:11:45,220.7,50.0,1503.7,1578.9,18.8,1
2024-07-01T00:11:48,220.3,50.01,1495.6,1570.4,18.7,1
2024-07-01T00:11:51,219.3,49.99,1503.1,1578.2,18.8,1
2024-07-01T00:11:54,220.5,50.0,1515.1,1590.9,18.9,1
2024-07-01T00:11:57,221.4,50.0,1512.3,1587.9,18.9,1
2024-07-01T00:12:00,220.4,50.01,1478.3,1552.2,18.5,1
2024-07-01T00:12:03,220.4,50.0,1501.4,1576.4,18.8,1
2024-07-01T00:12:06,219.7,50.0,1490.7,1565.2,18.6,1
2024-07-01T00:12:09,218.2,50.0,1498.1,1573.0,18.7,1
2024-07-01T00:12:12,221.1,50.02,1511.8,1587.4,18.9,1
2024-07-01T00:12:15,220.0,49.99,1503.8,1579.0,18.8,1
2024-07-01T00:12:18,218.9,50.0,1498.0,1573.0,18.7,1
2024-07-01T00:12:21,222.0,49.99,1497.8,1572.7,18.7,1
2024-07-01T00:12:24,218.6,49.99,1500.1,1575.1,18.8,1
2024-07-01T00:12:27,220.3,50.0,1482.4,1556.5,18.5,1
2024-07-01T00:12:30,218.9,50.03,1498.2,1573.1,18.7,1
2024-07-01T00:12:33,223.9,50.02,1513.6,1589.3,18.9,1
2024-07-01T00:12:36,219.1,50.0,1490.7,1565.2,18.6,1
2024-07-01T00:12:39,220.5,49.97,1499.9,1574.9,18.7,1
2024-07-01T00:12:42,220.4,49.99,1514.1,1589.8,18.9,1
2024-07-01T00:12:45,221.6,50.02,1523.5,1599.7,19.0,1
2024-07-01T00:12:48,220.2,50.0,1474.5,1548.3,18.4,1
2024-07-01T00:12:51,218.2,50.03,1495.4,1570.2,18.7,1
2024-07-01T00:12:54,220.6,49.98,1488.3,1562.7,18.6,1
2024-07-01T00:12:57,221.1,50.03,1491.6,1566.2,18.6,1
2024-07-01T00:13:00,217.1,50.01,1515.5,1591.3,18.9,1
2024-07-01T00:13:03,218.4,50.01,1500.2,1575.2,18.8,1
2024-07-01T00:13:06,220.4,49.99,1499.0,1574.0,18.7,1
2024-07-01T00:13:09,222.0,50.03,1488.8,1563.2,18.6,1
2024-07-01T00:13:12,220.7,50.03,1515.1,1590.8,18.9,1
2024-07-01T00:13:15,217.4,49.99,1492.3,1566.9,18.7,1
2024-07-01T00:13:18,221.6,50.02,1496.8,1571.7,18.7,1
2024-07-01T00:13:21,220.3,50.01,1504.7,1579.9,18.8,1
2024-07-01T00:13:24,218.2,50.0,1495.4,1570.2,18.7,1
2024-07-01T00:13:27,220.1,50.01,1502.1,1577.2,18.8,1
2024-07-01T00:13:30,218.2,50.02,1497.7,1572.6,18.7,1
2024-07-01T00:13:33,219.0,49.97,1497.4,1572.2,18.7,1
2024-07-01T00:13:36,220.5,50.02,1484.7,1559.0,18.6,1
2024-07-01T00:13:39,221.1,49.98,1496.9,1571.7,18.7,1
2024-07-01T00:13:42,219.8,49.96,1529.1,1605.5,19.1,1
2024-07-01T00:13:45,221.5,49.99,1494.9,1569.6,18.7,1
2024-07-01T00:13:48,219.2,49.98,1493.9,1568.6,18.7,1
2024-07-01T00:13:51,218.2,50.0,1501.9,1577.0,18.8,1
2024-07-01T00:13:54,219.4,49.99,1500.7,1575.8,18.8,1
2024-07-01T00:13:57,219.2,50.0,1488.2,1562.6,18.6,1
2024-07-01T00:14:00,220.2,49.98,1492.1,1566.7,18.7,1
2024-07-01T00:14:03,221.6,50.0,1490.4,1564.9,18.6,1
2024-07-01T00:14:06,220.2,49.98,1499.2,1574.2,18.7,1
2024-07-01T00:14:09,221.0,49.99,1481.7,1555.8,18.5,1
2024-07-01T00:14:12,222.6,49.99,1504.1,1579.3,18.8,1
2024-07-01T00:14:15,220.8,49.99,1494.9,1569.7,18.7,1
2024-07-01T00:14:18,218.9,50.0,1500.9,1576.0,18.8,1
2024-07-01T00:14:21,221.5,49.98,1498.1,1573.0,18.7,1
2024-07-01T00:14:24,220.6,50.0,1500.4,1575.4,18.8,1
2024-07-01T00:14:27,219.8,50.02,1483.8,1558.0,18.5,1
2024-07-01T00:14:30,219.3,49.98,1509.8,1585.3,18.9,1
2024-07-01T00:14:33,219.4,50.01,1503.1,1578.2,18.8,1
2024-07-01T00:14:36,217.3,49.97,1487.3,1561.7,18.6,1
2024-07-01T00:14:39,220.7,50.02,1489.7,1564.1,18.6,1
2024-07-01T00:14:42,216.9,50.01,1471.8,1545.4,18.4,1
2024-07-01T00:14:45,218.3,50.02,1496.5,1571.3,18.7,1
2024-07-01T00:14:48,217.7,49.98,1496.7,1571.5,18.7,1
2024-07-01T00:14:51,219.6,50.01,1504.7,1580.0,18.8,1
2024-07-01T00:14:54,220.5,50.02,1459.0,1531.9,18.2,1
2024-07-01T00:14:57,222.1,50.01,1464.8,1538.1,18.3,1
2024-07-01T00:15:00,218.9,49.99,1511.2,1586.7,18.9,1
2024-07-01T00:15:03,219.1,50.0,1510.5,1586.1,18.9,1
2024-07-01T00:15:06,218.0,49.95,1501.7,1576.8,18.8,1
2024-07-01T00:15:09,219.9,50.0,1481.5,1555.6,18.5,1
2024-07-01T00:15:12,220.7,50.01,1497.7,1572.6,18.7,1
2024-07-01T00:15:15,218.0,50.0,1522.1,1598.2,19.0,1
2024-07-01T00:15:18,220.0,49.99,1502.0,1577.1,18.8,1
2024-07-01T00:15:21,220.0,50.01,1495.6,1570.4,18.7,1
2024-07-01T00:15:24,222.0,49.97,1492.9,1567.5,18.7,1
2024-07-01T00:15:27,217.7,50.02,1480.2,1554.2,18.5,1
2024-07-01T00:15:30,218.7,49.99,1502.7,1577.9,18.8,1
2024-07-01T00:15:33,220.6,50.0,1529.1,1605.6,19.1,1
2024-07-01T00:15:36,221.3,50.01,1491.4,1565.9,18.6,1
2024-07-01T00:15:39,218.8,49.99,1496.0,1570.7,18.7,1
2024-07-01T00:15:42,217.0,50.02,1506.7,1582.1,18.8,1
2024-07-01T00:15:45,221.9,49.99,1481.8,1555.9,18.5,1
2024-07-01T00:15:48,218.2,49.98,1507.5,1582.9,18.8,1
2024-07-01T00:15:51,222.7,50.01,1500.1,1575.1,18.8,1
2024-07-01T00:15:54,222.7,50.0,1484.6,1558.8,18.6,1
2024-07-01T00:15:57,217.3,49.97,1500.5,1575.5,18.8,1
2024-07-01T00:16:00,221.4,49.97,1521.4,1597.5,19.0,1
2024-07-01T00:16:03,218.7,49.97,1493.9,1568.6,18.7,1
2024-07-01T00:16:06,219.9,49.99,1481.9,1556.0,18.5,1
2024-07-01T00:16:09,219.5,50.01,1509.1,1584.6,18.9,1
2024-07-01T00:16:12,220.3,50.02,1488.6,1563.1,18.6,1
2024-07-01T00:16:15,220.9,50.01,1512.8,1588.4,18.9,1
2024-07-01T00:16:18,218.1,50.03,1496.1,1570.9,18.7,1
2024-07-01T00:16:21,218.0,49.99,1515.5,1591.2,18.9,1
2024-07-01T00:16:24,220.1,50.01,1498.1,1573.0,18.7,1
2024-07-01T00:16:27,220.2,49.99,1490.9,1565.4,18.6,1
2024-07-01T00:16:30,219.9,50.0,1503.3,1578.4,18.8,1
2024-07-01T00:16:33,219.8,50.0,1497.2,1572.0,18.7,1
2024-07-01T00:16:36,220.0,49.96,1485.9,1560.2,18.6,1
2024-07-01T00:16:39,219.9,49.96,1498.3,1573.2,18.7,1
2024-07-01T00:16:42,218.2,50.01,1485.1,1559.3,18.6,1
2024-07-01T00:16:45,220.6,50.01,1480.6,1554.6,18.5,1
2024-07-01T00:16:48,218.6,49.97,1501.7,1576.8,18.8,1
2024-07-01T00:16:51,220.9,50.01,1500.5,1575.5,18.8,1
2024-07-01T00:16:54,220.0,49.99,1518.5,1594.4,19.0,1
2024-07-01T00:16:57,220.3,50.0,1487.0,1561.4,18.6,1
2024-07-01T00:17:00,219.3,49.97,1499.9,1574.9,18.7,1
2024-07-01T00:17:03,220.4,50.02,1487.9,1562.3,18.6,1
2024-07-01T00:17:06,218.3,50.03,1510.2,1585.8,18.9,1
2024-07-01T00:17:09,220.3,50.03,1509.5,1584.9,18.9,1
2024-07-01T00:17:12,221.6,50.01,1503.9,1579.1,18.8,1
2024-07-01T00:17:15,220.4,49.99,1523.5,1599.7,19.0,1
2024-07-01T00:17:18,219.9,49.96,1516.6,1592.4,19.0,1
2024-07-01T00:17:21,218.0,49.98,1493.9,1568.6,18.7,1
2024-07-01T00:17:24,218.7,50.05,1507.7,1583.1,18.8,1
2024-07-01T00:17:27,221.7,49.98,1496.1,1570.9,18.7,1
2024-07-01T00:17:30,224.7,49.99,1500.9,1576.0,18.8,1
2024-07-01T00:17:33,220.9,49.97,1487.3,1561.6,18.6,1
2024-07-01T00:17:36,220.0,49.99,1499.5,1574.5,18.7,1
2024-07-01T00:17:39,221.9,50.02,1520.2,1596.2,19.0,1
2024-07-01T00:17:42,218.1,49.99,1491.1,1565.7,18.6,1
2024-07-01T00:17:45,220.0,50.01,1480.4,1554.4,18.5,1
2024-07-01T00:17:48,220.3,50.0,1495.1,1569.9,18.7,1
2024-07-01T00:17:51,222.2,49.97,1499.0,1574.0,18.7,1
2024-07-01T00:17:54,221.1,49.98,1501.1,1576.2,18.8,1
2024-07-01T00:17:57,219.6,50.01,1491.9,1566.5,18.6,1
2024-07-01T00:18:00,218.0,50.01,1493.8,1568.5,18.7,1
2024-07-01T00:18:03,222.6,49.99,1521.0,1597.0,19.0,1
2024-07-01T00:18:06,221.6,49.99,1507.3,1582.6,18.8,1
2024-07-01T00:18:09,223.5,50.02,1500.3,1575.4,18.8,1
2024-07-01T00:18:12,217.5,49.96,1495.3,1570.0,18.7,1
2024-07-01T00:18:15,218.6,50.0,1477.8,1551.7,18.5,1
2024-07-01T00:18:18,217.3,50.0,1523.9,1600.1,19.0,1
2024-07-01T00:18:21,220.7,50.0,1492.1,1566.7,18.7,1
2024-07-01T00:18:24,220.1,50.01,1494.4,1569.2,18.7,1
2024-07-01T00:18:27,219.2,49.98,1520.9,1597.0,19.0,1
2024-07-01T00:18:30,218.1,50.03,1509.3,1584.8,18.9,1
2024-07-01T00:18:33,220.5,50.01,1506.1,1581.4,18.8,1
2024-07-01T00:18:36,218.1,49.98,1481.4,1555.5,18.5,1
2024-07-01T00:18:39,222.3,50.02,1504.3,1579.5,18.8,1
2024-07-01T00:18:42,222.2,50.03,1491.4,1566.0,18.6,1
